Latitude,Longitude,Elevation,Distance,Orientation
37.00251600,-88.30806800,105.00,0.50,272.49
37.00252200,-88.30824100,105.00,0.50,272.37
37.00254500,-88.30893800,105.00,0.50,272.04
37.00257500,-88.30999300,106.00,0.50,271.34
37.00259200,-88.31090400,109.00,0.50,268.35
37.00258100,-88.31138200,108.00,0.50,272.21
37.00259100,-88.31170700,104.00,0.50,272.04
37.00260800,-88.31230600,102.00,0.50,274.47
37.00260900,-88.31232200,102.00,0.50,272.67
37.00263300,-88.31296700,104.00,0.50,273.26
37.00263400,-88.31298900,104.00,0.50,270.00
37.00263400,-88.31299000,104.00,0.51,272.27
37.00271800,-88.31563900,105.00,0.51,272.47
37.00273600,-88.31616100,105.00,0.51,272.67
37.00274200,-88.31632200,105.00,0.51,272.10
37.00275000,-88.31659500,105.00,0.51,272.51
37.00279700,-88.31793800,104.00,0.51,271.89
37.00279800,-88.31797600,104.00,0.51,272.20
37.00282100,-88.31872600,106.00,0.51,271.82
37.00283100,-88.31912000,107.00,0.51,272.18
37.00283900,-88.31938300,106.00,0.51,272.76
37.00284400,-88.31951300,106.00,0.51,270.00
37.00284400,-88.31970500,106.00,0.51,271.78
37.00286300,-88.32047000,104.00,0.51,280.42
37.00292100,-88.32086500,105.00,0.51,272.94
37.00296800,-88.32201300,103.00,0.51,273.34
37.00299000,-88.32248500,104.00,0.51,273.24
37.00301100,-88.32294900,105.00,0.51,271.67
37.00301800,-88.32325000,104.00,0.51,272.54
37.00305900,-88.32440700,105.00,0.51,272.56
37.00306700,-88.32463100,103.00,0.51,272.66
37.00307200,-88.32476600,102.00,0.51,272.56
37.00308000,-88.32499000,102.00,0.52,272.49
37.00314500,-88.32686200,108.00,0.52,272.15
37.00321200,-88.32909600,118.00,0.52,261.48
37.00316200,-88.32951400,115.00,0.52,273.83
37.00321700,-88.33054400,115.00,0.52,272.86
37.00330100,-88.33264800,111.00,0.52,272.95
37.00333700,-88.33352400,112.00,0.52,272.88
37.00336100,-88.33412100,110.00,0.53,272.85
37.00347400,-88.33696000,110.00,0.53,272.88
37.00350100,-88.33763100,110.00,0.53,272.93
37.00359600,-88.33995300,110.00,0.53,273.58
37.00381400,-88.34432200,112.00,0.53,273.66
37.00384000,-88.34483100,110.00,0.53,273.19
37.00384200,-88.34487600,110.00,0.53,272.73
37.00384900,-88.34506000,109.00,0.54,272.55
37.00386700,-88.34556600,113.00,0.54,273.36
37.00389300,-88.34612000,117.00,0.54,272.84
37.00389700,-88.34622100,117.00,0.54,272.87
37.00390100,-88.34632100,117.00,0.54,272.92
37.00391400,-88.34664000,118.00,0.54,272.82
37.00394200,-88.34735200,118.00,0.54,272.75
37.00397100,-88.34810800,119.00,0.54,272.83
37.00398100,-88.34836100,120.00,0.54,272.69
37.00399400,-88.34870800,121.00,0.54,272.91
37.00400500,-88.34897900,123.00,0.54,271.83
37.00409600,-88.35255000,135.00,0.54,272.59
37.00413600,-88.35365600,139.00,0.54,272.58
37.00414800,-88.35399000,139.00,0.54,271.66
37.00415900,-88.35446400,136.00,0.55,271.27
37.00423100,-88.35852300,142.00,0.55,271.82
37.00431100,-88.36168200,142.00,0.55,271.79
37.00433500,-88.36264600,136.00,0.55,271.61
37.00437200,-88.36429200,129.00,0.55,271.48
37.00439000,-88.36516200,132.00,0.56,271.50
37.00441600,-88.36640700,131.00,0.56,272.03
37.00442400,-88.36669000,131.00,0.56,271.60
37.00447000,-88.36875900,134.00,0.56,271.66
37.00455700,-88.37252800,137.00,0.57,271.58
37.00463800,-88.37621000,132.00,0.57,271.65
37.00470400,-88.37907300,130.00,0.57,271.79
37.00477200,-88.38179800,131.00,0.58,271.45
37.00484300,-88.38531400,127.00,0.58,271.86
37.00487900,-88.38670100,125.00,0.58,271.64
37.00495000,-88.38980500,110.00,0.58,271.74
37.00499100,-88.39149600,107.00,0.58,271.72
37.00504300,-88.39366900,109.00,0.59,271.59
37.00519000,-88.40031700,121.00,0.59,271.45
37.00521200,-88.40140200,121.00,0.59,271.76
37.00527300,-88.40389300,112.00,0.60,271.50
37.00532000,-88.40614000,109.00,0.60,271.86
37.00533700,-88.40679600,107.00,0.60,271.54
37.00545700,-88.41239300,114.00,0.60,271.60
37.00547800,-88.41333500,115.00,0.60,272.02
37.00550500,-88.41429600,113.00,0.60,270.66
37.00551000,-88.41484100,112.00,0.61,271.64
37.00557900,-88.41785700,117.00,0.61,271.58
37.00558800,-88.41826500,117.00,0.61,271.54
37.00564200,-88.42078200,117.00,0.61,271.43
37.00566100,-88.42173300,120.00,0.61,272.36
37.00569500,-88.42276500,121.00,0.61,274.12
37.00574500,-88.42363500,122.00,0.61,276.40
37.00580500,-88.42430500,119.00,0.62,278.51
37.00610100,-88.42678200,112.00,0.62,278.60
37.00636600,-88.42897700,108.00,0.62,277.16
37.00643500,-88.42966500,107.00,0.62,274.75
37.00648900,-88.43047900,102.00,0.62,272.70
37.00652000,-88.43130100,102.00,0.62,270.09
37.00652100,-88.43211600,103.00,0.62,268.38
37.00651800,-88.43224900,103.00,0.62,268.57
37.00648900,-88.43370100,107.00,0.63,268.12
37.00642100,-88.43629300,108.00,0.63,270.92
37.00642600,-88.43668100,105.00,0.63,268.57
37.00638400,-88.43878400,104.00,0.63,268.62
37.00635800,-88.44013500,108.00,0.63,270.09
37.00635900,-88.44095300,111.00,0.63,271.58
37.00637100,-88.44149800,113.00,0.64,271.60
37.00650900,-88.44768900,119.00,0.64,271.70
37.00662000,-88.45238800,112.00,0.65,271.73
37.00673200,-88.45704800,116.00,0.65,271.54
37.00674200,-88.45751400,115.00,0.65,271.71
37.00689700,-88.46402100,122.00,0.66,271.64
37.00692300,-88.46515600,118.00,0.66,271.69
37.00700100,-88.46847600,109.00,0.66,272.55
37.00715900,-88.47291700,111.00,0.67,272.64
37.00732700,-88.47749000,116.00,0.67,272.64
37.00746500,-88.48123400,107.00,0.67,272.77
37.00751100,-88.48242300,106.00,0.67,272.59
37.00757000,-88.48405900,107.00,0.67,273.65
37.00758100,-88.48427500,108.00,0.68,272.54
37.00769500,-88.48748900,113.00,0.68,272.71
37.00789300,-88.49273900,114.00,0.69,272.53
37.00805800,-88.49742300,114.00,0.69,273.52
37.00809300,-88.49813500,114.00,0.69,275.06
37.00813300,-88.49870100,113.00,0.69,276.33
37.00817800,-88.49920900,114.00,0.69,278.01
37.00824800,-88.49983200,116.00,0.69,279.42
37.00841400,-88.50108500,115.00,0.69,279.32
37.00851500,-88.50185600,112.00,0.69,286.87
37.00858400,-88.50214100,111.00,0.69,284.88
37.00861200,-88.50227300,111.00,0.69,281.15
37.00879700,-88.50344800,117.00,0.69,280.33
37.00882000,-88.50360600,117.00,0.69,279.70
37.00896100,-88.50463900,115.00,0.70,279.59
37.00906000,-88.50537300,118.00,0.70,0.00
37.00906000,-88.50537300,118.00,0.70,279.61
37.00910300,-88.50569100,117.00,0.70,279.49
37.00924400,-88.50674700,120.00,0.70,279.23
37.00930600,-88.50722500,119.00,0.70,279.53
37.00946200,-88.50838900,119.00,0.70,279.17
37.00954100,-88.50900200,121.00,0.70,279.15
37.00956300,-88.50917300,121.00,0.70,279.67
37.00961400,-88.50954800,121.00,0.70,279.32
37.00975700,-88.51063900,122.00,0.70,279.87
37.00978200,-88.51081900,122.00,0.70,279.12
37.00990200,-88.51175500,120.00,0.70,279.60
37.00994900,-88.51210300,119.00,0.70,281.10
37.00998300,-88.51232000,119.00,0.70,279.89
37.01005900,-88.51286600,122.00,0.70,278.45
37.01008900,-88.51311900,121.00,0.70,282.78
37.01018300,-88.51363800,117.00,0.70,283.57
37.01028300,-88.51415700,116.00,0.70,284.95
37.01033800,-88.51441500,117.00,0.70,286.04
37.01039700,-88.51467200,118.00,0.71,286.68
37.01045800,-88.51492700,117.00,0.71,287.13
37.01052100,-88.51518300,116.00,0.71,287.83
37.01058700,-88.51544000,115.00,0.71,288.65
37.01065600,-88.51569600,113.00,0.71,289.40
37.01072800,-88.51595200,112.00,0.71,290.29
37.01080300,-88.51620600,112.00,0.71,291.11
37.01088100,-88.51645900,119.00,0.71,293.14
37.01096800,-88.51671400,118.00,0.71,292.82
37.01105200,-88.51696400,112.00,0.71,293.56
37.01113800,-88.51721100,120.00,0.71,294.29
37.01122700,-88.51745800,114.00,0.71,295.33
37.01132000,-88.51770400,111.00,0.71,295.95
37.01141600,-88.51795100,108.00,0.71,294.73
37.01150500,-88.51819300,106.00,0.71,297.40
37.01160600,-88.51843700,106.00,0.71,298.29
37.01171000,-88.51867900,104.00,0.71,299.18
37.01181700,-88.51891900,105.00,0.71,300.06
37.01188400,-88.51906400,105.00,0.71,300.03
37.01192600,-88.51915500,105.00,0.71,300.83
37.01203800,-88.51939000,106.00,0.71,301.61
37.01215200,-88.51962200,105.00,0.71,302.34
37.01219700,-88.51971100,105.00,0.71,301.87
37.01226800,-88.51985400,104.00,0.71,302.86
37.01231700,-88.51994900,104.00,0.71,302.82
37.01238600,-88.52008300,104.00,0.71,303.91
37.01248800,-88.52027300,104.00,0.71,304.87
37.01263600,-88.52053900,105.00,0.71,306.41
37.01274200,-88.52071900,106.00,0.71,306.35
37.01303400,-88.52121600,107.00,0.71,307.40
37.01312800,-88.52137000,105.00,0.71,308.03
37.01330600,-88.52165500,107.00,0.71,309.20
37.01344600,-88.52187000,107.00,0.71,310.65
37.01359000,-88.52208000,109.00,0.71,311.32
37.01373600,-88.52228800,110.00,0.71,311.98
37.01388400,-88.52249400,110.00,0.71,312.73
37.01403300,-88.52269600,111.00,0.71,313.44
37.01415400,-88.52285600,112.00,0.71,313.92
37.01433700,-88.52309400,114.00,0.71,314.54
37.01449100,-88.52329000,113.00,0.71,315.53
37.01464800,-88.52348300,114.00,0.71,316.52
37.01480800,-88.52367300,117.00,0.72,317.03
37.01497000,-88.52386200,117.00,0.72,317.86
37.01513500,-88.52404900,118.00,0.72,321.39
37.01514300,-88.52405700,118.00,0.72,319.22
37.01530500,-88.52423200,116.00,0.72,319.96
37.01547700,-88.52441300,116.00,0.72,320.44
37.01565100,-88.52459300,116.00,0.72,321.08
37.01582600,-88.52477000,117.00,0.72,322.34
37.01600500,-88.52494300,119.00,0.72,323.12
37.01618700,-88.52511400,120.00,0.72,323.76
37.01637000,-88.52528200,121.00,0.72,324.54
37.01655500,-88.52544700,119.00,0.72,325.61
37.01670200,-88.52557300,118.00,0.72,325.16
37.01674100,-88.52560700,118.00,0.72,326.08
37.01679800,-88.52565500,118.00,0.72,326.16
37.01692900,-88.52576500,118.00,0.72,327.53
37.01712100,-88.52591800,120.00,0.72,328.39
37.01740900,-88.52614000,121.00,0.72,328.66
37.01770400,-88.52636500,120.00,0.72,329.64
37.01790300,-88.52651100,116.00,0.72,330.73
37.01811100,-88.52665700,113.00,0.72,331.92
37.01831600,-88.52679400,114.00,0.72,332.95
37.01852400,-88.52692700,112.00,0.72,333.72
37.01873100,-88.52705500,111.00,0.72,334.98
37.01893800,-88.52717600,112.00,0.72,335.60
37.01911400,-88.52727600,115.00,0.72,334.84
37.01914800,-88.52729600,115.00,0.72,336.86
37.01957200,-88.52752300,121.00,0.72,338.24
37.01964600,-88.52756000,121.00,0.72,337.81
37.01978500,-88.52763100,122.00,0.72,338.70
37.02021100,-88.52783900,125.00,0.72,338.42
37.02042300,-88.52794400,125.00,0.72,338.79
37.02063700,-88.52804800,124.00,0.72,338.38
37.02192600,-88.52868800,120.00,0.72,338.36
37.02208900,-88.52876900,118.00,0.73,338.08
37.02469800,-88.53008400,116.00,0.73,338.12
37.02502200,-88.53024700,117.00,0.73,338.72
37.02567600,-88.53056600,117.00,0.73,339.20
37.02638200,-88.53090200,119.00,0.73,338.80
37.02752000,-88.53145500,119.00,0.73,338.54
37.02818000,-88.53178000,121.00,0.73,338.44
37.02828100,-88.53183000,121.00,0.73,338.31
37.02911000,-88.53224300,120.00,0.73,338.64
37.02975500,-88.53255900,120.00,0.73,339.21
37.03018600,-88.53276400,119.00,0.73,339.24
37.03076500,-88.53303900,119.00,0.73,338.79
37.03141300,-88.53335400,121.00,0.74,339.04
37.03232800,-88.53379300,120.00,0.74,342.37
37.03253400,-88.53387500,122.00,0.74,345.94
37.03272200,-88.53393400,121.00,0.74,345.87
37.03285200,-88.53397500,122.00,0.74,350.65
37.03324000,-88.53405500,122.00,0.74,350.65
37.03340000,-88.53408800,121.00,0.74,353.94
37.03358800,-88.53411300,121.00,0.74,356.25
37.03380700,-88.53413100,118.00,0.74,357.17
37.03419400,-88.53415500,117.00,0.74,352.51
37.03453400,-88.53421100,117.00,0.74,349.19
37.03476400,-88.53426600,118.00,0.74,343.97
37.03501400,-88.53435600,118.00,0.74,340.20
37.03526900,-88.53447100,116.00,0.74,338.66
37.03550600,-88.53458700,119.00,0.74,333.78
37.03560000,-88.53464500,119.00,0.74,333.69
37.03571300,-88.53471500,119.00,0.74,330.17
37.03582300,-88.53479400,119.00,0.74,330.17
37.03592600,-88.53486800,118.00,0.74,328.83
37.03615300,-88.53504000,120.00,0.74,322.41
37.03632100,-88.53520200,120.00,0.74,320.66
37.03650700,-88.53539300,118.00,0.74,317.49
37.03668900,-88.53560200,115.00,0.74,312.85
37.03690000,-88.53588700,112.00,0.74,309.21
37.03705500,-88.53612500,110.00,0.74,304.73
37.03719000,-88.53636900,110.00,0.74,302.93
37.03729600,-88.53657400,111.00,0.74,298.47
37.03745700,-88.53694600,107.00,0.74,297.13
37.03773100,-88.53761600,107.00,0.74,297.12
37.03794200,-88.53813200,108.00,0.74,297.36
37.03807500,-88.53845400,108.00,0.74,296.82
37.03834500,-88.53912300,108.00,0.74,297.55
37.03850200,-88.53950000,107.00,0.74,306.49
37.03862600,-88.53971000,104.00,0.75,300.39
37.03887600,-88.54024400,104.00,0.75,306.23
37.03953400,-88.54136900,105.00,0.75,309.18
37.03981500,-88.54180100,103.00,0.75,309.30
37.04136200,-88.54416900,106.00,0.75,308.95
37.04302900,-88.54675300,101.00,0.75,309.61
37.04388900,-88.54805500,103.00,0.76,309.59
37.04428500,-88.54865500,103.00,0.76,304.40
37.04493000,-88.54983500,104.00,0.76,295.62
37.04542800,-88.55113600,105.00,0.76,288.41
37.04573900,-88.55230700,106.00,0.76,286.44
37.04579600,-88.55254900,105.00,0.76,286.30
37.04603100,-88.55355600,103.00,0.76,286.13
37.04666900,-88.55632000,114.00,0.77,286.28
37.04728000,-88.55894200,106.00,0.77,285.94
37.04754200,-88.56009100,109.00,0.77,286.02
37.04764400,-88.56053600,109.00,0.77,286.94
37.04806700,-88.56227600,104.00,0.77,286.85
37.04816200,-88.56266900,104.00,0.77,292.92
37.04846600,-88.56357000,106.00,0.77,299.08
37.04855700,-88.56377500,106.00,0.77,299.06
37.04872600,-88.56415600,107.00,0.77,299.22
37.04877600,-88.56426800,107.00,0.77,302.50
37.04910600,-88.56491700,106.00,0.77,302.66
37.04928300,-88.56526300,104.00,0.77,23.10
37.04941400,-88.56519300,104.00,0.77,23.00
37.04983900,-88.56496700,106.00,0.77,16.23
37.04999800,-88.56490900,106.00,0.77,10.84
37.05022300,-88.56485500,106.00,0.77,7.39
37.05117700,-88.56470000,105.00,0.78,7.38
37.05178100,-88.56460200,98.00,0.78,5.59
37.05222100,-88.56454800,103.00,0.78,0.46
37.05252100,-88.56454500,105.00,0.78,356.91
37.05266900,-88.56455500,105.00,0.78,353.56
37.05295900,-88.56459600,103.00,0.78,350.06
37.05317300,-88.56464300,106.00,0.78,346.89
37.05338200,-88.56470400,110.00,0.78,343.53
37.05346300,-88.56473400,108.00,0.78,343.58
37.05359300,-88.56478200,108.00,0.78,339.74
37.05387400,-88.56491200,108.00,0.78,336.13
37.05408500,-88.56502900,106.00,0.78,333.16
37.05423800,-88.56512600,106.00,0.78,329.07
37.05456300,-88.56537000,107.00,0.78,325.47
37.05462100,-88.56542000,107.00,0.78,325.02
37.05469400,-88.56548400,107.00,0.78,322.29
37.05488600,-88.56567000,107.00,0.78,318.28
37.05544000,-88.56628900,109.00,0.78,317.72
37.05698800,-88.56805300,111.00,0.78,317.70
37.05790900,-88.56910300,111.00,0.78,314.92
37.05809600,-88.56933800,111.00,0.78,312.11
37.05821500,-88.56950300,110.00,0.78,309.22
37.05844100,-88.56985000,108.00,0.78,305.75
37.05864900,-88.57021200,105.00,0.79,302.58
37.05903200,-88.57096300,104.00,0.79,302.39
37.05951700,-88.57192100,104.00,0.79,302.39
37.06068600,-88.57423000,104.00,0.79,302.19
37.06121300,-88.57527900,104.00,0.79,302.34
37.06169300,-88.57622900,103.00,0.79,302.35
37.06311500,-88.57904300,104.00,0.79,302.07
37.06317900,-88.57917100,102.00,0.80,303.72
37.06340800,-88.57960100,103.00,0.80,307.83
37.06350900,-88.57976400,106.00,0.80,311.65
37.06361900,-88.57991900,106.00,0.80,315.02
37.06373400,-88.58006300,107.00,0.80,318.83
37.06385900,-88.58020000,107.00,0.80,323.25
37.06406100,-88.58038900,104.00,0.80,328.17
37.06420500,-88.58050100,102.00,0.80,331.91
37.06435300,-88.58060000,102.00,0.80,335.93
37.06459600,-88.58073600,102.00,0.80,339.36
37.06560000,-88.58121000,100.00,0.80,337.50
37.06591400,-88.58137300,100.00,0.80,338.72
37.06735400,-88.58207600,101.00,0.80,337.24
37.06754800,-88.58217800,102.00,0.80,335.83
37.06759600,-88.58220500,102.00,0.80,328.04
37.06805000,-88.58256000,103.00,0.80,314.48
37.06817300,-88.58271700,104.00,0.80,314.41
37.06839500,-88.58300100,110.00,0.80,304.42
37.06907800,-88.58425000,106.00,0.80,304.24
37.06965800,-88.58531800,103.00,0.80,311.61
37.06994000,-88.58571600,100.00,0.80,318.13
37.07021600,-88.58602600,101.00,0.81,326.92
37.07053200,-88.58628400,104.00,0.81,332.05
37.07116200,-88.58670300,104.00,0.81,333.01
37.07167900,-88.58703300,105.00,0.81,333.13
37.07257800,-88.58760400,103.00,0.81,333.39
37.07536800,-88.58935600,103.00,0.81,333.38
37.07776100,-88.59085900,102.00,0.82,333.42
37.07979700,-88.59213600,102.00,0.82,335.54
37.08062300,-88.59260700,103.00,0.82,333.08
37.08084300,-88.59274700,103.00,0.82,333.23
37.08186000,-88.59339000,100.00,0.82,333.25
37.08244400,-88.59375900,102.00,0.82,0.00
37.08244400,-88.59375900,102.00,0.82,333.20
37.08297300,-88.59409400,103.00,0.82,333.25
37.08421400,-88.59487800,102.00,0.82,332.68
37.08519000,-88.59551000,103.00,0.82,333.72
37.08621600,-88.59614500,103.00,0.82,333.34
37.08673400,-88.59647100,104.00,0.82,333.35
37.08722200,-88.59677800,105.00,0.83,63.08
37.08764900,-88.59572400,105.00,0.83,63.31
37.08773200,-88.59551700,105.00,0.83,62.90
37.08775200,-88.59546800,105.00,0.83,63.28
37.08789900,-88.59510200,105.00,0.83,63.06
37.08798900,-88.59488000,104.00,0.83,63.33
37.08810000,-88.59460300,102.00,0.83,58.74
37.08823800,-88.59431800,102.00,0.83,57.92
37.08826700,-88.59426000,102.00,0.83,356.91
37.08834100,-88.59426500,100.00,0.83,333.62
37.08857100,-88.59440800,100.00,0.83,0.00
37.08857100,-88.59440800,100.00,0.83,333.41
37.08888500,-88.59460500,103.00,0.83,333.98
37.08908600,-88.59472800,101.00,0.83,327.80
37.08916200,-88.59478800,101.00,0.83,301.24
37.08919200,-88.59485000,100.00,0.83,300.89
37.08921300,-88.59489400,100.00,0.83,276.60
37.08921900,-88.59495900,100.00,0.83,259.17
37.08921000,-88.59501800,101.00,0.83,246.66
37.08916800,-88.59514000,101.00,0.83,243.19
37.08875400,-88.59616700,104.00,0.83,333.23
37.08975800,-88.59680200,102.00,0.83,63.01
